"","title","dod","name","born","awards","Occupation","Filmography"
"319","Pandari Bai","","Geetha","",Na,"","Mannan_(film),Naan_Potta_Savaal,Haridas_(1944_film),Bedara_Kannappa,Pattikkaattu_Raja,O_Seeta_Katha,Abba_Aa_Hudugi,Sampoorna_Ramayanam_(1971_film),Adimaippenn,Idhayakkani,Indru_Pol_Endrum_Vaazhga,Raja_Bakthi,C.I.D._(1965_film),Bahar_(film),Gunasagari,Hari_Bhakta,Sati_Nalaayini,Sodari,Belli_Moda,Vadina,Kudiyirundha_Koyil,Parasakthi_(film),Satya_Harishchandra_(1965_Kannada_film),Sommokadidi_Sokokadidi,Paavai_Vilakku,Shivarathri_Mahathme,Bhabhi_(1957_film),Annaiyin_Aanai,Kuravanji,America_Ammayi,Satya_Harishchandra_(1965_Telugu_film),Gauravam_(1973_film),Poongodhai,Bhakta_Vijaya,Guri_(film),Anna_Attige,Mugiyada_Kathe,Renuka_Mahatme,Thejaswini,Aval_Yaar,Thaaye_Unakkaga,Uthaman_(1976_film),Mahasathi_Anasuya,Anuradha_(1967_film),Bala_Panjara,Kaveri_(1975_film),Bhakta_Kumbara_(film),Enakkul_Oruvan_(1984_film),Thavapudhalavan,Namma_Makkalu,Kasidre_Kailasa"
"320","Pandiarajan","","Pandiarajan Rathnam","2/10/1959",Na,"Film actor,Film director,Screenwriter","En_Iniya_Ponnilave,En_Thangai_(TV_series),Thaikulame_Thaikulame,Kalakkura_Chandru,Engal_Anna,Kaivantha_Kalai,Anbu_Thollai,Manaivikku_Mariyadhai,Kasethan_Kadavulada_(2011_film),Thiruthani_(film),Perarasu_(film),Nayagan_(2008_film),Aan_Paavam,Chinna_Chinna_Aasaigal,Doubles_(2000_film),Vinmeengal,Ajantha_(2009_film),Aayusu_Nooru,Vaai_Kozhuppu,Kumbakonam_Gopalu,Pachai_Kodi,Katha_Nayagan_(1988_film),Nalla_Manasukkaran,London_(2005_Indian_film),Muthukkal_Moondru,Purushan_Enakku_Arasan"
"321","Paravai Muniyamma","","Muniyamma Karuppiah","",Na,"","Thamizh_Padam,Thaka_Thimi_Tha,Nenjil_Jil_Jil"
"322","Parvathy (Indian actress)","","Parvathy Thiruvoth Kottuvata","",Na,"Actress,Dancer","Milana,Ennu_Ninte_Moideen,Uttama_Villain,Bangalore_Days,Bangalore_Days_(2015_film)"
"323","Pasupathy","","Pasupathy Ramasaamy solai","5/9/1969",Na,"","Virumaandi,Veyil,Appavin_Meesai,10_Enradhukulla,Sullan,Vairam:_Fight_for_Justice,Madhurey,Vedigundu_Murugesan,Big_B_(film),Iyarkai,Kuselan,Raman_Thediya_Seethai,Manikanda,Aravaan,Yagavarayinum_Naa_Kaakka,Outsider_(2012_film),Kannathil_Muthamittal,TN_07_AL_4777,Anaamika_(2014_film),Anjala_(film),India_Pakistan"
"324","Pawan (actor)","","","",Na,"Film actor","Sengathu_Bhoomiyilae,Maasilamani"
"325","Perarasu","","","8/1/1976",Na,"","Thiruvannamalai_(film)"
"326","Piaa Bajpai","","","6/1/1989",Na,"","Poi_Solla_Porom,Ko_(film),Aegan,Dalam,Backbench_Student,Sattam_Oru_Iruttarai_(2012_film),Bale_Pandiya_(2010_film),Nerungi_Vaa_Muthamidathe,Aamayum_Muyalum,Ninnu_Kalisaka,Goa_(2010_film)"
"327","Ponnambalam (actor)","","","11/11/1963",Na,"","Kizhakke_Varum_Paattu,Mannava_(film)"
"328","Ponvannan","","","12/1/1952",Na,"Actor","Sathuranga_Vettai,Muniyandi_Vilangial_Moonramandu,Pudhu_Nellu_Pudhu_Naathu,Nam_Naadu_(2007_film),Peranmai,Kandhakottai,Karuththamma,Mayandi_Kudumbathar,Paruthiveeran,Vaagai_Sooda_Vaa"
"329","Pooja Batra","","","27-10-1973",Na,"","Saazish_(1998_film),Virasat_(1997_film),Sisindri,Dil_Ne_Phir_Yaad_Kiya_(2001_film),Haseena_Maan_Jaayegi,Daivathinte_Makan,Ittefaq_(2001_film),Oruvan,Kahin_Pyaar_Na_Ho_Jaaye_(2000_film),Chandralekha_(1997_film),Bhai_(1997_film)"
"330","Pooja Gandhi","","Pooja Gandhi","",Na,"","Kokki_(film),Thavarina_Runa,I_Am_(2010_Indian_film),Khatron_Ke_Khiladi_(2001_film),Minugu,Sri_Harikathe,Aptha,Krishna_(2007_film),Janumada_Gelathi,Dandupalya_(film),Taj_Mahal_(2008_film),Thiruvannamalai_(film),Nee_Illadhe,Jaihind,Maad_Dad"
"331","Pooja Hegde","","","",Na,"","Mohenjo_Daro_(film),Oka_Laila_Kosam,Mukunda"
"332","Pooja Kumar","","","",Na,"Actress,Model (person),Television presenter,Television producer","Vishwaroopam_II,Magic_Magic_3D,Uttama_Villain,Flavors_(film),Bollywood_Hero,Kadhal_Rojavae,Vishwaroopam,Bollywood_Beats"
"333","Pooja Umashankar","","Pooja Gauthami Umashankar","",Na,"Model (person),Actress","Vidiyum_Munn,Jay_Jay,Pattiyal,Anjalika,Asai_Man_Piyabanna,Suwanda_Denuna_Jeewithe"
"334","Poonam Bajwa","","Poonam Amarjeet Singh Bajwa","5/4/1991",Na,"","China_Town_(2011_film),Thangigagi,Venicile_Vyapari,Manthrikan,Thenavattu,Thambikottai,Ethiri_En_3,Parugu,Boss_(2006_film),Kacheri_Arambam,Shikari_(2012_film),Drohi_(2010_film),Seval"
"335","Poornima Bhagyaraj","","Poornima Jayaram","18-07-1960",Na,"","Antha_Sila_Naatkal,Darling,_Darling,_Darling,Thaai_Mookaambikai,Prasnam_Gurutharam,Kilinjalgal"
"336","Poornitha","","Kalyani","23-11-1990",Na,"Actress","Alli_Thandha_Vaanam,Andal_Azhagar,Pirivom_Santhippom_(TV_series)"
"337","Prabhu (actor)","","Prabhu Ganesan","31-12-1956",Na,"Film actor,Film producer","Dharmathin_Thalaivan,Guru_Sishyan_(1988_film),Chinna_Vathiyar,Vetri_Vizha,Aambala,Tharaasu,Chinna_Thambi,Chinna_Thambi_Periya_Thambi,Power_(2014_Kannada_film),Kummi_Paattu,Mappillai_Gounder,Malayali_Mamanu_Vanakkam,War_and_Love,Anbu_Thozhi,Rajakumaran_(film),Thai_Poranthachu,Mirattal,Dracula_2012,Thirunelveli_(film),Vietnam_Colony_(1994_film),Ennamo_Nadakkudhu,Dharma_Seelan,Panchalankurichi_(film),Nalaya_Manithan,All_in_All_Azhagu_Raja,Daruvu,Sumangali_(1983_film),Kavalan_Avan_Kovalan,Senthamizh_Paattu,Adhisayappiravigal,Naam_Iruvar_(1985_film),Nermai,Pillaikkaga,Sandhippu,Sangili_(film),Sarithira_Nayagan,Thiruppam,Vamsa_Vilakku,Vellai_Roja,Kumbakarai_Thangaiah,Kaalaiyum_Neeye_Maalaiyum_Neeye,Oruvar_Vaazhum_Aalayam,Sathya_Vaakku,Uthama_Raasa,Simma_Soppanam,Needhiyin_Nizhal,Neethibathi,Puli_(2015_film),Nambinar_Keduvathillai,Iru_Medhaigal,Miruthanga_Chakravarthi,Raja_Veettu_Kannukkutty,Mupperum_Deviyar,Nalla_Kaalam_Porandaachu,Urudhi_Mozhi,Naalaya_Seidhi"
"338","Prabhu Deva","","Prabhu Deva Sundaram","3/4/1973",Na,"","Naam_Iruvar_Namakku_Iruvar,Raasaiyya,V.I.P_(1997_film),Prarambha,Kadhalan,Style_(2006_film),Alaudin,Alli_Thandha_Vaanam,Eazhaiyin_Sirippil,Engal_Anna,James_Pandu,Pennin_Manathai_Thottu,Ullam_Kollai_Poguthae,Time_(1999_film),Charlie_Chaplin_(film),Aabra_Ka_Daabra,ABCD:_Any_Body_Can_Dance,Indhu,Love_Story_1999,Ninaivirukkum_Varai,Urumi_(film),Santosham_(2002_film),123_(film),Manadhai_Thirudivittai,Kaathala_Kaathala,Kalyana_Ramudu,Doubles_(2000_film),Thotti_Gang,ABCD_2"
"339","Pradeep Rawat (actor)","","","21-01-1952",Na,"","Chhatrapati_(film),Sye_(2004_film),Thotti_Jaya,China_Town_(2011_film),Desamuduru,Bhadra_(2005_film),Yogi_(2007_film),Parda_Hai_Parda_(1992_film),Baladur,Andarivaadu,Ghajini_(2005_film),Adivishnu,Stalin_(2006_film),Jagadam,Ithu_Pathiramanal,Ghajini_(2008_film),Haridas_(2013_film)"
"340","Prakash Raj","","Prakash Rai","26-03-1965",Na,"","Paramasivan,Bhageeratha_(film),Katha_(2009_film),Bunny_(2005_film),Saravana,Vasool_Raja_MBBS,Shanti_Shanti_Shanti,Nuvvostanante_Nenoddantana,Sainikudu,Amma_Nanna_O_Tamila_Ammayi,Keerthi_Chakra_(film),Khakee,Tagore_(film),Mozhi_(film),Velli_Thirai,Giri_(film),Veerappu,Kotha_Bangaru_Lokam,Chutti_Chathan,Rudhramadevi_(film),Ghilli,M._Kumaran_S/O_Mahalakshmi,Dil_(2003_film),Poi_(film),Kadhal_Sadugudu,Thoranai,Munna_(film),Mathiya_Chennai,Vettaiyaadu_Vilaiyaadu_(2006_film),Temper_(film),Athadu,Bobby_(2002_film),Idhaya_Thirudan,Parijatham,Pokkiri,Thiruvilaiyaadal_Aarambam,Viyabari,Political_Rowdy,Malai_Malai,Mr._Perfect_(film),Premaku_Swagatam,Rajjo,Sneham_Kosam,Ashok_(film),Bhadra_(2005_film),Alli_Thandha_Vaanam,Azhagiya_Theeye,Chokka_Thangam,Kantri,Ponniyin_Selvan_(2005_film),Vaanavil,Vaanchinathan,Aadum_Koothu,Bbuddah..._Hoga_Terra_Baap,Businessman_(film),Seethamma_Vakitlo_Sirimalle_Chettu,Nandhini_(film),Race_Gurram,Un_Samayal_Arayil,Naam_(2003_film),Priyam_(1996_film),Chirutha,Pandhayam,Khaleja,Andarivaadu,Rishi_(film),Solla_Solla_Inikkum,Josh_(2009_film),Anjaneyulu_(film),Elektra_(2010_film),Gouravam_(2013_film),JK_Enum_Nanbanin_Vaazhkai,Aadhi,Stalin_(2006_film),Aasai,Choodalani_Vundi,Raasi,Thalai_Nagaram,Khatarnak,Perarasu_(film),Nuvve_Nuvve,Shart:_The_Challenge,Abhiyum_Naanum,Wanted_(2009_film),Oru_Yathramozhi,Vaanam,Vastadu_Naa_Raju,Chennaiyil_Oru_Naal,Yemito_Ee_Maaya,Pokiri,Bommarillu,Chakram_(2005_film),Gangotri_(film),Idiot_(2002_film),Murari_(film),Yagnam_(2004_film),Santosh_Subramaniam,Arai_En_305-il_Kadavul,Kanchivaram,Aravindhan,Parugu,Saroja_(film),Jagadam,Arinthum_Ariyamalum,Arya_(2007_film),Okkadu,Sivakasi_(film),Ayya_(2005_Tamil_film),Duet_(1994_film),Anwar_(2010_film),Policegiri,Singh_Saab_the_Great,Konchem_Ishtam_Konchem_Kashtam,Mukunda,Nagamandala,Kanna_(film),Venghai,Dookudu,Singham,Antahpuram,Anthapuram_(1999_film),Entertainment_(film),Heropanti,Bhaag_Milkha_Bhaag,Thillu_Mullu_(2013_film),Iruvar,Kannathil_Muthamittal,Appu_(2000_film),Naa_Autograph,Vathiyar,Khadgam,Thulli_Vilayadu,Villu_(film),Mumbai_Mirror_(film),Sri_Anjaneyam,Brindavanam_(film),Ongole_Githa,Alibhabha,Cameraman_Gangatho_Rambabu,Badrinath_(film),Dabangg_2,Ghayal_Returns,S/O_Satyamurthy,Samudram_(1999_film),Poomani_(film),Samba_(2004_film),Varsham_(2004_film),Okay_Kanmani,Rudramadevi_(film),O_Kadhal_Kanmani,Devara_Naadalli,Pilla_Nuvvu_Leni_Jeevitam,Dabangg_786,Premaku_Velayera,Panchamirtham_(film),Bramhotsavam"
"341","Pranitha Subhash","","ಪ್ರಣಿತ ಸುಭಾಷ್,Pranitha Subhash","17-10-1992",Na,"","Masss,Whistle_(2013_film),Brahma_(2014_film),Jarasandha_(film),Mr._420,Saguni,Attarintiki_Daredi,Snehitaru,Porki,Udhayan_(film),Rabhasa,Baava,Pandavulu_Pandavulu_Tummeda,Brahmotsavam_(film),Dynamite_(2015_film),Angaaraka,Bramhotsavam"
"342","Prasanna (actor)","","Prasanna Venkatesan","",Na,"Film actor","Kasthuri_Maan,Kanda_Naal_Mudhal,Kalyana_Samayal_Saadham,Baana_Kaathadi,Sadhu_Miranda,Achchamundu!_Achchamundu!,Azhagiya_Theeye,Five_Star_(film),Netru_Indru,Manjal_Veiyil,Pulivaal,Muran_(film),Chennaiyil_Oru_Naal,Cheena_Thaana_001,Anjathe,Kadhal_Dot_Com,Kannum_Kannum,Ragasiyamai"
"343","Prashanth (actor)","","Prashanth Thiagarajan","",Na,"Film actor","Chocolate_(2001_film),Parthen_Rasithen,Kaadhal_Kavithai,Jambhavan,Thagapansamy,Perumthachan_(film),Vanna_Vanna_Pookkal,Kizhakke_Varum_Paattu,Saahasam,Winner_(film),Adaikalam,Kalloori_Vaasal,Majunu,Aanazhagan,Kanmani_(film),Chembaruthi,Jai_(2004_Tamil_film),Enga_Thambi,Krishna_(1996_Tamil_film),Mannava_(film),Rasa_Magan,Senthamizh_Selvan,Thiruda_Thiruda,Appu_(2000_film),Piriyadha_Varam_Vendum,Shock_(2004_film),Thamizh,Virumbugiren,Aasaiyil_Oru_Kaditham,Hello_(1999_film),Kannedhirey_Thondrinal,Poomagal_Oorvalam,Good_Luck_(2000_film),Aayudham_(2005_film),London_(2005_Indian_film)"
"344","Prathyusha","","","",Na,"Film actor","Manu_Needhi,Sound_Party,Snehamante_Idera"
"345","Praveen Gandhi","","","",Na,"","NA,"
"346","Preeti Jhangiani","","","",Na,"Actress,Model (person)","Ekhon_Nedekha_Nodir_Xhipare,Omkara_(2004_film),Awara_Paagal_Deewana,Victoria_No._203_(2007_film),Annarth,Mazhavillu,Chaahat_–_Ek_Nasha,Narasimha_Naidu,Waah!_Tera_Kya_Kehna,Thammudu_(film),Visakha_Express_(film),Mistake_(film),Adhipathi,Mohabbatein,Hello_(1999_film),Chaahat_%E2%80%93_Ek_Nasha"
"347","Preetika Rao","","","29-05-1988",Na,"","NA,"
"348","Preity Zinta","","","31-01-1975",Na,"","Punjab_Gold,Kal_Ho_Naa_Ho,Sangharsh_(1999_film),Lakshya_(film),Jhoom_Barabar_Jhoom,Heroes_(2008_film),Koi..._Mil_Gaya,Chori_Chori_Chupke_Chupke,Dil_Ne_Jise_Apna_Kahaa,Kabhi_Alvida_Naa_Kehna,Veer-Zaara,Mission_Kashmir,Armaan_(2003_film),The_Hero:_Love_Story_of_a_Spy,Heaven_on_Earth_(film),Dil_Hai_Tumhaara,Farz_(2001_film),Yeh_Raaste_Hain_Pyaar_Ke,Premante_Idera,Salaam_Namaste,Happy_Ending_(film),Dil_Chahta_Hai,Dil_Se..,The_Last_Lear,Khullam_Khulla_Pyaar_Karen,Kya_Kehna,Har_Dil_Jo_Pyar_Karega,Soldier_(1998_Indian_film),Main_Aurr_Mrs_Khanna,Bhaiyyaji_Superhitt,Ishkq_in_Paris"
"349","Prithviraj Sukumaran","","Prithviraj Sukumaran","16-10-1982",Na,"Playback singer","Puthiya_Mukham,Police_(2005_film),Masters_(film),Achanurangatha_Veedu,Mozhi_(film),Sathyam_(2004_film),Stop_Violence,Police_Police,Double_Barrel_(film),Ennu_Ninte_Moideen,Tamaar_Padaar,Athbhutha_Dweepu,Picket_43,London_Bridge_(film),Parijatham,Thirakkatha,Akale,Akasathinte_Niram,Sapthamashree_Thaskaraha,Thalappavu,Aurangzeb_(film),Celluloid_(film),Athadu_Aame_o_Scooter,Daivanamathil,Hero_(2012_film),Swapnakoodu,Avan_Chandiyude_Makan,The_Thriller,Classmates_(2006_film),Chakram_(2003_film),Bachelor_Party_(2012_film),Kana_Kandaen,Abhiyum_Naanum,Satham_Podathey,Ammakilikkoodu,Krithyam,Nakshathrakkannulla_Rajakumaran_Avanundoru_Rajakumari,Vellithira_(2003_film),Mumbai_Police_(film),Pakal_(film),Raavanan,Arputha_Theevu,Kannamoochi_Yenada,Anwar_(2010_film),Vellinakshatram_(2004_film),Chocolate_(2007_film),Aiyyaa,Memories_(2013_film),7th_Day_(film),Kangaroo_(2007_film),Anandabhadram,Manushyamrugam,Veettilekkulla_Vazhi,One_Way_Ticket_(film),Meerayude_Dukhavum_Muthuvinte_Swapnavum,Nammal_Thammil,Arjunan_Saakshi,City_of_God_(2011_film),Robin_Hood:_Prince_of_Thieves_(2009_film),Kaaviya_Thalaivan_(2014_film),Vaasthavam,Ninaithale_Inikkum_(2009_film),Thanthonni,Manikyakkallu,Teja_Bhai_&_Family,Ivide,Ayalum_Njanum_Thammil,Molly_Aunty_Rocks!,Munnariyippu,Veeralipattu_(2007_film),Kaakki,Anarkali_(2015_film),Lollipop_(film)"
"350","Priya Anand","","","17-09-1986",Na,"Actress,Model (person)","Vaamanan,Irumbu_Kuthirai,Oru_Oorla_Rendu_Raja,Fukrey,Ko_Antey_Koti,Rama_Rama_Krishna_Krishna,Arima_Nambi,Rangrezz,Ethir_Neechal_(2013_film),Vai_Raja_Vai"
"351","Priya Gill","","","9/12/1971",Na,"","Sirf_Tum,Red_(2002_film),Border_Hindustan_Ka,Bade_Dilwala,Tere_Mere_Sapne_(1996_film),Jee_Aayan_Nu"
"352","Priya Raman","","","",Na,"","Valli_(film),Sainyam,Suryavamsam,Kalyanappittannu,Chinna_Raja,Maanthrikam,Subha_Sankalpam,Surya_Vamsam,Shubha_Sankalpam,Bhoopathi_(1997_film)"
"353","Priyadarshini (actress)","","Priyadharshini Neelakandan","",Na,"Actress","NA,"
"354","Priyamani","","Priya Vasudev Mani Iyer","4/6/1984",Na,"","Puthiya_Mukham,Raavan,Yamadonga,Adhu_Oru_Kana_Kaalam,Kangalal_Kaidhu_Sei,Madhu_(film),Pellaina_Kothalo,Sathyam_(2004_film),Ko_Ko,Alice:_A_True_Story,Njangalude_Veettile_Athidhikal,Ullam_(2012_film),Drona_(2009_film),Thirakkatha,Raam_(2009_film),Chandee,Thotta,Kshetram_(film),Anna_Bond,Ambareesha,Toss_(2007_film),Hare_Ram,Shambo_Shiva_Shambo,Vishnuvardhana_(film),Lakshmi_(2013_film),Grandmaster_(film),Mitrudu,Arumugam_(film),Pranchiyettan_&_the_Saint,Paruthiveeran,Otta_Nanayam,Pravarakhyudu,Sadhyam,Ragada,Rakta_Charitra,Malaikottai,Ninaithale_Inikkum_(2009_film)"
"355","Priyanka","","","",Na,"","Pasamalar_(TV_series)"
"356","Priyanka Chopra","","","18-07-1982",Na,"","Don_(2006_Hindi_film),Salaam-e-Ishq:_A_Tribute_to_Love,Waqt:_The_Race_Against_Time,Kismat_(2004_film),Aap_Ki_Khatir_(2006_film),Dostana_(2008_film),Alibaba_Aur_41_Chor,Don_2,Kunal_Kohli's_Next',Mary_Kom_(film),Kaminey,Krrish,Mujhse_Shaadi_Karogi,Zanjeer_(2013_film),Plan_(film),Fashion_(film),What's_Your_Raashee%3F,Blackmail_(2005_film),Anjaana_Anjaani,Bluffmaster!,Thamizhan,The_Hero:_Love_Story_of_a_Spy,God_Tussi_Great_Ho,Chamku,7_Khoon_Maaf,Love_Story_2050,Aitraaz,Barsaat_(2005_film),Karam_(film),Andaaz,Yakeen_(2005_film),Planes_(film),Teri_Meri_Kahaani,Deewana_Main_Deewana,Asambhav,Drona_(2008_film),Pyaar_Impossible!,Krrish_3,Madamji,Bajirao_Mastani_(film),Krrish_(franchise),Big_Brother_(2007_film)"
"357","Priyanka Kothari","","Priyanka Kothari","30-11-1983",Na,"","Madhyanam_Hathya,Agyaat,Psycho_(2013_film),Jay_Jay,Bin_Bulaye_Baraati"
"358","Priyanka Upendra","","Priyanka Trivedi","",Na,"","Malla_(film),Raa_(film),Durga_(2002_film),Soori_(2001_film),H2O_(2002_film)"
"359","R. K. (actor)","","","",Na,"","Ellam_Avan_Seyal,Azhagar_Malai,Puli_Vesham,En_Vazhi_Thani_Vazhi_(2015_film)"
"360","R. Madhavan","","Madhavan Balaji Ranganathan","1/6/1970",Na,"","Nala_Damayanthi,Dil_Vil_Pyar_Vyar,Herova%3F_Zerova%3F,Sikandar_(2009_film),Minnale,Dumm_Dumm_Dumm,Ennavale,Paarthale_Paravasam,Shanti_Shanti_Shanti,Mumbai_Meri_Jaan,Priyamaana_Thozhi,Tipu_Kanan_Tipu_Kiri,Jodi_Breakers,Rendu,Vaazhthugal,Nothing_but_Life,Ramji_Londonwale,Sunglass_(film),Jay_Jay,Rang_De_Basanti,Priyasakhi,Rehnaa_Hai_Terre_Dil_Mein,Delhii_Heights,Guru_En_Aalu,Night_of_the_Living_Dead:_Origins_3D,Manmadan_Ambu,Run_(2002_film),Arya_(2007_film),Evano_Oruvan,Inferno_(1997_film),Aaytha_Ezhuthu,Alaipayuthey,Anbe_Sivam,Kannathil_Muthamittal,Yavarum_Nalam,Thambi,Teen_Patti_(film),Vettai,Irudhi_Suttru,Tanu_Weds_Manu:_Season_2,Aethirree,Akeli_(film)"
"361","R. Muthuraman","","","",Na,"","Anbu_Thangai,Maanavan,Neeya_(film),Kadhalikka_Neramillai,Maru_Piravi,Thaer_Thiruvizha,Raman_Ethanai_Ramanadi,Iru_Thuruvam,Oru_Thaai_Makkal,Sivandha_Mann,Nenjil_Or_Aalayam,Ooty_Varai_Uravu,Paar_Magale_Paar,Sumaithaangi,Server_Sundaram,Ellorum_Nallavare,Kasethan_Kadavulada,Karnan_(film),Paavathin_Sambalam,Savaale_Samali,Azhagu_Nila,Padikkadha_Medhai,Kungumam_(film),Sorgam,En_Annan,Suryakanthi,Anubavam_Pudhumai,Chitra_Pournami,Moondru_Dheivangal,Dharmam_Engey,Gurudhatchanai,Nenjirukkum_Varai_(1967_film),Penn_Deivam,Ponnunjal,Vaira_Nenjam,Veettuku_Veedu,Engamma_Sapatham,Kalai_Kovil,Kanimuthu_Paappa,Kanne_Pappa,Mayangukiral_Oru_Maadhu,Arunodhayam,Anubavi_Raja_Anubavi,Chitthi,Thangai,Vani_Rani_(film),Kodimalar,Avanthan_Manithan,Nyayam_Ketkirom,Pazhani_(1965_film)"
"362","R. Parthiepan","","Radhakrishnan Moorthi","15-11-1957",Na,"","Bharathi_Kannamma,Aayirathil_Oruvan_(2010_film),Jannal_Oram,Bad_Boys_(2013_film),Escape_from_Uganda,Thendral_(film)"
"363","R. Sarathkumar","","Ramanathan Sarathkumar","14-07-1954",Na,"","Arasu_(2003_film),Muni_2:_Kanchana,Myna_(film),Vasanthakala_Paravai,Genius_(2012_film),Chinna_Durai,Oruvan,Rajasthan_(film),Simmarasi,Indhu,Coolie_(1995_film),Chennaiyil_Oru_Naal,Aravindhan,Band_Master,Dasarathan,Janakiraman,Kan_Simittum_Neram,Munarivippu,Aai_(film),Pachaikili_Muthucharam,Vidiyal,Maanasthan,Asha_Black"
"364","Raadhika Sarathkumar","","","21-08-1963",Na,"Actress,Film producer","Anbulla_Rajinikanth,Asli_Naqli,Moondru_Mugam,Nallavanuku_Nallavan,Pokkiri_Raja_(1982_film),Keladi_Kanmani,Raasaiyya,Metti_(film),Poojai,Mera_Pati_Sirf_Mera_Hai,Neethiyin_Marupakkam,Sathyam_Shivam_Sundaram,Chithi_(TV_series),Dhavani_Kanavugal,Indru_Poi_Naalai_Vaa,Niram_Maaratha_Pookkal,Naseeb_Apna_Apna_(1986_film),Puthiya_Aatchi,Bhama_Rukmani,Karuvelam_Pookkal,Veera_Thalattu,Swati_Kiranam,Swati_Mutyam,Pandhayam,Chellamay,Palletoori_Monagadu,Poonthotta_Kaavalkaaran,Thendral_Sudum,Suryavamsam_(1998_film),Veera_Padhakkam,Pavithra,Uyirile_Kalanthathu,Chennaiyil_Oru_Naal,En_Aasai_Rasave,Nallavan_(1988_film),Rettai_Vaal_Kuruvi,Kannamoochi_Yenada,Dharma_Devathai,Eera_Vizhi_Kaaviyangal,Lal_Baadshah,Vani_Rani_(TV_series),Poi_Satchi,Veetula_Raman_Veliyila_Krishnan,Bezawada_Bebbuli,Nilavu_Suduvathillai,Ithu_Engal_Neethi,Vamshoddharakudu,Prachanda_Kulla,Enga_Ooru_Rasathi,Hidden@38904969"
"365","Raaghav","","Venkataraghavan Ranganathan","",Na,"","Yai_Nee_Romba_Azhaga_Irukey,Jerry_(film),Satham_Podathey,Nanjupuram,Chakkara_Viyugam"
"366","Raai Laxmi","","Lakshmi Raibagi","5/5/1989",Na,"Actress,Model (person)","Aranmanai,Irumbu_Kuthirai,RajadhiRaja"
"367","Raasi (actress)","","","",Na,"","Raja_Narasimha,Priyam_(1996_film),Kuberan_(2000_film),Moodu_Mukkalaata,Swapnalokam,Pelli_Pandiri"
"368","Rachana Maurya","","Rachana Maurya","",Na,"","Naan_Avanillai_2,Puthagam"
"369","Radha (actress)","","","3/6/1965",Na,"","Marupakkam,Muthal_Mariyathai,Paayum_Puli,Rajadhi_Raja_(1989_film),Sivappu_Sooriyan,Mella_Thirandhathu_Kadhavu,Idaya_Kovil,Kadhal_Parisu,Thoongadhey_Thambi_Thoongadhey,Shanti_Enathu_Shanti,Anand_(1987_film),Apoorva_Sahodarigal,Ayiram_Muthangal,Kairasikkaran,Marana_Mrudangam,Valibamey_Vaa_Vaa,Chinnappadass,Pick_Pocket_(1989_film),Gopurangal_Saivathillai,Kaamyab,Muthu_Engal_Sothu,Ninaivugal,Oru_Kaidhiyin_Diary,Amman_Kovil_Kizhakale,Kondaveeti_Donga,Japanil_Kalyanaraman,Naagu,Yamudiki_Mogudu,Rudranetra,Jebu_Donga,Agni_Parvatam,Anandha_Ragam,Ilanjodigal,Pakkathu_Veetu_Roja,Donga_(film),Ambigai_Neril_Vanthaal,Kanne_Radha,Kodama_Simham,Revathikkoru_Pavakkutty,Naan_Mahaan_Alla_(1984_film),State_Rowdy,Vicky_Daada,Two_Town_Rowdy,Neram_Vandhachu,Kaadhal_Oviyam,Adhisayappiravigal,Ranachandi,Savira_Sullu,Sowbhagya_Lakshmi,Sarithira_Nayagan,Sattam_Oru_Vilayaattu,Vellai_Roja,En_Uyir_Kannamma,Manithanin_Marupakkam,Thambathyam,Ullathil_Nalla_Ullam,Uzhavan_Magan,Ninaive_Oru_Sangeetham,Simma_Soppanam,Needhiyin_Nizhal,Donga_Ramudu_(1988_film),Kaliyuga_Krishnudu,Ayitham,Umaanilayam,Muddula_Krishnaiah,Meenakshi_Thiruvilayadal,Innathe_Program,Iru_Medhaigal,Raktabhishekam,Ravana_Brahma,Manaivi_Oru_Manickam,Ramudu_Bheemudu_(1988_film)"
"370","Radha Ravi","","Madras Rajagopal Radhakrishnan Ravi","29-07-1952",Na,"Actor","Annamalai_(film),Guru_Sishyan_(1988_film),Rajadhi_Raja_(1989_film),Siva_(1989_Tamil_film),Sivappu_Sooriyan,Uzhaippali,1977_(film),Saravana,Poikkal_Kudhirai,Chinna_Thambi,Lucky_Man_(film),Kalakkura_Chandru,Kusthi,Ponmana_Selvan,Amman_Kovil_Kizhakale,Chellamay,Pudhiya_Mugam,Pen_Singam,Nayagan_(2008_film),Chembaruthi,Thairiyam,Sarvam_Sakthimayam,Madurai_Sambavam,Adhisaya_Manithan,Kalyana_Paravaigal,Natpu,Panthaya_Kuthiraigal,Pisaasu,Ullathil_Nalla_Ullam,Uzhavan_Magan,Uthama_Raasa,En_Vazhi_Thani_Vazhi_(2015_film),Rahasya_Rathri,Karimedu_Karuvayan,Selvi_(film)"
"371","Raghava Lawrence","","Raghav Murugaiyan","9/1/1976",Na,"Film actor,Film Director,Dancer,Choreographer,Music Composer,Philanthropist","Pandi_(film),Muni_2:_Kanchana,Style_(2006_film),Arputham,Don_(2007_film),Hands_Up!_(short),Kanchana_2"
